solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,dr2_rv_template_fe_h,l,b,ecl_lon,ecl_lat
1636042515805110273,Gaia EDR3 4318465066420528000,4318465066420528000,1586434319,2016.0,294.82786250815144,0.05091218,14.930979608612361,0.05175101,1.6443487033055721,0.069029726,23.820877,156.86032,-22.234596390420013,0.062262114,-155.2764715345297,0.058627926,0.09925103,-0.05136298,0.06329341,-0.13486747,-0.0066616745,-0.15036426,0.14790538,-0.22232011,-0.12781364,0.09305968,361,361,361,0,50.6929,13609.917,0.6550494,481.80676,31,false,1.4755152,,,,,,,,41,19,0.0893016,47,14,0,0.0072126477,97.98591,0,0,3.4108539,,,,,,,,,false,365,606054.2828579488,183.09297,3310.0903,11.231088,41,271556.2667827128,202.89095,1338.4346,11.753893,40,482903.2568341923,118.837326,4063.5654,10.538245,0,0,0,0,0,1.2448713,1.2156477,0.5228052,0.6928425,-340.29535,2.0041742,7,6000.0,3.5,-1.5,51.67172201916666,-3.4880649535034625,300.02272137955384,35.8183218137355
