Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-02-27T18:38:56.345,7,-0.004877660479169183,-0.5166962646255285,FoVF,-0.4344490968047653,0.7128163643901224,2457812.2749069985
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-03-14T17:02:08.975,5,-0.002577076414230359,-1.5949994033813994,FoVP,0.1955307262075665,0.7107133619911135,2457827.2069439893
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-03-14T18:48:43.154,5,-8.520852530836233E-4,-1.6001523305120193,FoVF,0.1980179783640593,0.7095351504728793,2457827.2809476093
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-03-14T23:02:23.226,1,0.003298124959769615,-1.6124020098533967,FoVP,0.203900430402526,0.7067019973526654,2457827.4570985287
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-03-15T00:48:57.509,2,0.005060114522006121,-1.6175417471198152,FoVF,0.2063559247550687,0.70549986563049,2457827.5311033777
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-05-20T06:50:55.413,2,0.004924994733965666,-2.5524800478199037,FoVF,-0.29269438072055015,0.7154452897083531,2457893.782576763
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-05-20T11:04:35.523,4,-2.8665966159969255E-4,-2.563828266753208,FoVP,-0.28725233607179396,0.7189161360219186,2457893.9587430926
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-05-20T12:51:09.710,6,-0.0024596756567975262,-2.56860305787269,FoVF,-0.2849500576525096,0.7203651338101748,2457894.0327531085
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-06-08T17:14:05.074,4,-0.0016077242745277474,2.4087148391857967,FoVP,0.5338666703666713,0.7235614820784267,2457913.2163579473
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-06-08T19:00:39.282,4,0.0013622192374241613,2.404429252680899,FoVF,0.5365170531329048,0.722141770082338,2457913.2903695563
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-07-15T16:49:52.651,1,0.0035293692093432737,-2.8662059015084997,FoVP,-0.7246043491228052,0.7216248602498372,2457950.2022140077
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-07-15T18:36:26.864,6,-0.0015948960267304772,-2.867091260305844,FoVF,-0.724522335462976,0.7217306796185161,2457950.2762268535
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-08-22T22:04:02.367,1,0.004487868460757294,1.55696960574182,FoVP,0.5476149090231062,0.7239788623694323,2457988.4231905
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-09-06T16:09:50.523,4,-0.0011931192341194862,2.486500360186599,FoVP,-0.38782775169909445,0.7146995630445758,2458003.178069675
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-12-11T07:00:06.193,3,4.058173933740777E-4,-0.7634129270649072,FoVP,0.5402608457504721,0.7073436604954736,2458098.795422922
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-12-11T08:46:40.377,2,0.00532757865691019,-0.7608670362857497,FoVF,0.5380043290844775,0.7095967436701965,2458098.8694248362
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-12-31T06:58:09.948,2,0.0015977520334896093,0.4011267082323696,FoVP,-0.6723021541527214,0.7091988916010499,2458118.792632599
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2017-12-31T08:44:44.162,7,-0.003861572941685385,0.4021597972900448,FoVF,-0.6737751218555953,0.70808730785344,2458118.8666339596
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-02-01T02:15:22.647,1,0.0065390323146978175,-1.4736300182042406,FoVF,0.6725066893406294,0.7019085047490178,2458150.593729718
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-05-31T08:01:19.147,1,0.006928807454990242,-2.5569235056532906,FoVF,-0.4460740532719542,0.7154966858863456,2458269.8319900017
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-05-31T12:14:59.276,4,-5.190399484192856E-4,-2.566888060502196,FoVP,-0.44141173539914164,0.7197200050227086,2458270.0081584747
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-05-31T14:01:33.455,7,-0.003633503252829021,-2.571084816715702,FoVF,-0.43943963921256907,0.7214905693978163,2458270.08216921
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-06-25T06:17:24.763,4,-8.916771648597481E-4,2.109777762509131,FoVP,0.6586322231389545,0.7215218052660924,2458294.7614329145
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-06-25T08:03:58.986,3,0.0033545092005958757,2.106776180199179,FoVF,0.6603921187384085,0.7202952296639806,2458294.835445468
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-07-27T05:58:35.477,5,-0.002470361210075181,-2.9898813092453373,FoVP,-0.7109847235497467,0.7191956903048724,2458326.7508096844
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-09-06T11:00:17.819,6,-0.004458377314343512,1.4981705066756716,FoVP,0.38809923496246185,0.7150988168444461,2458367.963085499
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-09-15T23:07:00.113,3,0.0010382206829826093,2.1440469431493376,FoVP,-0.2334496394779699,0.7121361885482523,2458377.468178549
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-09-16T00:53:34.327,6,-0.0016619904917258574,2.1486234903421666,FoVF,-0.2375624481181166,0.7102588654299502,2458377.542188665
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-12-21T08:04:02.147,7,-0.00637229638826622,-0.9636866794518462,FoVP,0.6241560697229602,0.7049699843094632,2458473.839143499
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2018-12-21T09:50:36.377,5,-0.0010484010185545182,-0.9621134789721743,FoVF,0.6226128869767268,0.7067625973617851,2458473.9131454164
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-01-14T03:41:30.573,1,0.005709516016178092,0.27237868267517196,FoVF,-0.7045503931934313,0.7098752932389016,2458497.6549843256
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-02-12T01:38:35.471,2,0.0021348497096004486,-1.549892436067096,FoVP,0.6078577221893654,0.7061341487372929,2458526.5673813247
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-02-12T03:25:09.730,1,0.006614554944280812,-1.5531086536601661,FoVF,0.6092508272676804,0.7044752426326115,2458526.6413836665
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-06-12T01:25:44.234,4,-0.0016348662049340738,-2.6124319959210625,FoVP,-0.5575194232090062,0.7213984483306398,2458646.557954692
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-07-10T19:17:40.869,3,0.001349602728307424,1.905961350686344,FoVP,0.7143886488201365,0.7195753875848314,2458675.3044310533
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-07-10T21:04:15.098,1,0.006332546288558312,1.9044807817067975,FoVF,0.7149774387619316,0.719130764913406,2458675.3784440644
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-07-17T14:50:33.349,3,0.001461441755486397,-2.8804481547629965,FoVP,-0.719970711435499,0.7198819399907859,2458682.119457381
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-07-17T16:37:07.568,1,0.0066063395017904696,-2.8812108951422797,FoVF,-0.7199857027426846,0.7198807560927509,2458682.1934703267
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-08-16T22:02:02.191,3,0.0013152642934359097,1.5895994934404247,FoVP,0.6019508773882714,0.7194973954727537,2458712.4213663563
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-08-16T23:48:36.392,6,-0.002894498381856887,1.5864797896100153,FoVF,0.6033070378508544,0.7178751038640776,2458712.4953783816
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-12-13T20:01:21.861,5,-0.003182336764580968,0.5294034442309794,FoVP,-0.5620428847825277,0.7066822232966798,2458831.3378272504
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2019-12-13T21:47:56.057,4,9.891249641236363E-4,0.5257519295370027,FoVF,-0.5604062457491648,0.708500690339787,2458831.411829162
009,0.08072672610979852,0.7684465570443447,00:18:30.072,+44:01:43.480,2020-01-10T03:03:35.225,6,-0.00532694117210104,-1.2486810490189475,FoVP,0.7049538945451332,0.7066503844922988,2458858.6289858627
