#   Copyright (c) European Space Agency, 2024.
#
#   This file is subject to the terms and conditions defined in file 'LICENCE.txt', which
#   is part of this source code package. No part of the package, including
#   this file, may be copied, modified, propagated, or distributed except according to
#   the terms contained in the file ‘LICENCE.txt’.
 22150086612000799 5 2456994.910750  380.269 0.174 -0.46656218   -5.11524377 0
 22150086612000799 6 2456994.910806  380.293 0.197 -0.46655989   -5.11546044 0
 22150086612000799 7 2456994.910863  380.388 0.190 -0.46655756   -5.11567707 0
 22159827441309232 1 2456995.086642  378.656 0.428 -0.45946264   -5.78284344 0
 22159827441309232 2 2456995.086698  379.200 0.402 -0.45946044   -5.78305060 0
 22159827441309232 3 2456995.086754  378.948 0.340 -0.45945826   -5.78325792 0
 22159827441309232 4 2456995.086810  379.065 0.246 -0.45945606   -5.78346521 0
 22159827441309232 5 2456995.086876  378.925 0.150 -0.45945352   -5.78370590 0
 22159827441309232 6 2456995.086932  378.929 0.089 -0.45945132   -5.78391321 0
 22159827441309232 7 2456995.086988  378.729 0.105 -0.45944911   -5.78412055 0
 22159827441309232 8 2456995.087044  378.508 0.181 -0.45944694   -5.78432791 0
 22159827441309232 9 2456995.087100  378.727 0.217 -0.45944473   -5.78453520 0
 22163919699111981 1 2456995.160659  378.282 0.231 -0.45646867   -6.06432658 0
 22163919699111981 2 2456995.160715  378.358 0.182 -0.45646632   -6.06454576 0
 22163919699111981 3 2456995.160771  378.248 0.181 -0.45646396   -6.06476526 0
 22163919699111981 4 2456995.160827  377.987 0.183 -0.45646164   -6.06498485 0
 22163919699111981 5 2456995.160884  378.292 0.165 -0.45645928   -6.06520450 0
 22163919699111981 6 2456995.160940  378.158 0.162 -0.45645693   -6.06542416 0
 22163919699111981 7 2456995.160996  378.527 0.154 -0.45645460   -6.06564381 0
 22163919699111981 8 2456995.161052  378.331 0.159 -0.45645225   -6.06586336 0
 22163919699111981 9 2456995.161108  378.279 0.163 -0.45644990   -6.06608264 0
 22989619581449144 1 2457010.091395   74.666 0.270  0.19659115  -68.57956841 0
 22989619581449144 2 2457010.091451   74.947 0.211  0.19659302  -68.57978978 0
 22989619581449144 3 2457010.091508   74.817 0.190  0.19659488  -68.58001117 0
 22989619581449144 4 2457010.091564   74.643 0.131  0.19659674  -68.58023238 0
 22989619581449144 5 2457010.091620   74.649 0.078  0.19659860  -68.58045347 0
 22989619581449144 6 2457010.091676   74.727 0.094  0.19660047  -68.58067449 0
 22989619581449144 7 2457010.091733   74.834 0.125  0.19660231  -68.58089551 0
 22989619581449144 8 2457010.091789   74.620 0.170  0.19660418  -68.58111654 0
 22989619581449144 9 2457010.091845   74.300 0.203  0.19660604  -68.58133754 0
 22993711812243969 1 2457010.165414   72.536 0.230  0.19912666  -68.87808924 0
 22993711812243969 2 2457010.165470   72.693 0.180  0.19912864  -68.87832078 0
 22993711812243969 3 2457010.165527   72.654 0.182  0.19913062  -68.87855233 0
 22993711812243969 4 2457010.165583   72.862 0.186  0.19913261  -68.87878377 0
 22993711812243969 5 2457010.165639   72.911 0.166  0.19913459  -68.87901515 0
 22993711812243969 6 2457010.165695   72.799 0.164  0.19913657  -68.87924652 0
 22993711812243969 7 2457010.165752   72.862 0.156  0.19913855  -68.87947801 0
 22993711812243969 8 2457010.165808   72.731 0.162  0.19914053  -68.87970964 0
 22993711812243969 9 2457010.165864   72.736 0.165  0.19914252  -68.87994134 0
 23003452565238101 1 2457010.341555   68.050 0.169  0.20514823  -69.59000348 0
 23003452565238101 2 2457010.341611   67.960 0.147  0.20515008  -69.59022443 0
 23003452565238101 3 2457010.341667   67.835 0.144  0.20515192  -69.59044577 0
 23003452565238101 4 2457010.341724   67.997 0.130  0.20515376  -69.59066728 0
 23003452565238101 5 2457010.341780   67.869 0.128  0.20515561  -69.59088888 0
 23003452565238101 6 2457010.341836   68.146 0.150  0.20515746  -69.59111059 0
 23003452565238101 7 2457010.341892   67.879 0.132  0.20515931  -69.59133231 0
 23003452565238101 8 2457010.341948   67.909 0.140  0.20516115  -69.59155410 0
 23003452565238101 9 2457010.342005   68.016 0.136  0.20516300  -69.59177579 0
 23007544869701548 1 2457010.415555   64.660 0.362  0.20764945  -69.88780763 1
 23007544869701548 2 2457010.415612   64.666 0.310  0.20765141  -69.88803842 1
 23007544869701548 3 2457010.415668   65.239 0.265  0.20765336  -69.88826944 0
 23007544869701548 4 2457010.415724   65.531 0.223  0.20765531  -69.88850042 0
 23007544869701548 5 2457010.415780   65.900 0.271  0.20765726  -69.88873133 0
 23007544869701548 6 2457010.415837   65.774 0.157  0.20765921  -69.88896211 0
 23007544869701548 7 2457010.415893   65.911 0.172  0.20766117  -69.88919284 0
 23007544869701548 8 2457010.415949   66.203 0.190  0.20766312  -69.88942350 0
 26671059946222977 1 2457076.668390 -290.203 0.275 -0.22209491 -133.16450938 0
 26671059946222977 2 2457076.668446 -290.108 0.301 -0.22209302 -133.16473571 0
 26671059946222977 3 2457076.668503 -290.254 0.241 -0.22209111 -133.16496224 0
 26671059946222977 4 2457076.668559 -290.239 0.186 -0.22208920 -133.16518876 0
 26671059946222977 5 2457076.668615 -290.383 0.163 -0.22208729 -133.16541524 0
 26671059946222977 6 2457076.668671 -290.423 0.203 -0.22208539 -133.16564165 0
 26671059946222977 7 2457076.668728 -290.642 0.206 -0.22208348 -133.16586804 0
 26671059946222977 8 2457076.668784 -290.445 0.249 -0.22208159 -133.16609448 0
 26671059946222977 9 2457076.668840 -290.366 0.278 -0.22207968 -133.16632078 0
 26680800785613314 1 2457076.844544 -293.182 0.165 -0.21624632 -133.86252494 0
 26680800785613314 2 2457076.844601 -293.021 0.116 -0.21624449 -133.86274468 0
 26680800785613314 3 2457076.844657 -292.892 0.110 -0.21624264 -133.86296463 0
 26680800785613314 4 2457076.844713 -292.922 0.088 -0.21624081 -133.86318460 0
 26680800785613314 5 2457076.844769 -295.360 0.126 -0.21623896 -133.86340443 1
 26680800785613314 6 2457076.844826 -292.765 0.071 -0.21623713 -133.86362452 0
 26680800785613314 7 2457076.844882 -292.744 0.073 -0.21623529 -133.86384447 0
 26680800785613314 8 2457076.844938 -292.867 0.068 -0.21623346 -133.86406434 0
 26684893047879248 1 2457076.918577 -293.923 0.247 -0.21378559 -134.15508628 0
 26684893047879248 2 2457076.918634 -294.076 0.213 -0.21378367 -134.15531293 0
 26684893047879248 3 2457076.918690 -293.995 0.208 -0.21378174 -134.15553979 0
 26684893047879248 4 2457076.918746 -293.894 0.206 -0.21377981 -134.15576663 0
 26684893047879248 5 2457076.918802 -293.746 0.177 -0.21377788 -134.15599349 0
 26684893047879248 6 2457076.918859 -293.772 0.180 -0.21377595 -134.15622036 0
 26684893047879248 7 2457076.918915 -293.919 0.174 -0.21377403 -134.15644723 0
 26684893047879248 8 2457076.918971 -293.770 0.164 -0.21377210 -134.15667417 0
 26684893047879248 9 2457076.919027 -293.929 0.164 -0.21377017 -134.15690099 0
 27565894819405940 1 2457092.852770 -303.061 0.459  0.47719386  160.23392221 0
 27565894819405940 2 2457092.852832 -303.020 0.377  0.47719622  160.23369967 0
 27565894819405940 3 2457092.852888 -302.758 0.314  0.47719836  160.23349779 0
 27565894819405940 4 2457092.852945 -303.008 0.228  0.47720051  160.23329584 0
 27565894819405940 5 2457092.853001 -303.150 0.176  0.47720265  160.23309372 0
 27565894819405940 6 2457092.853057 -303.165 0.155  0.47720480  160.23289150 0
 27565894819405940 7 2457092.853113 -303.281 0.164  0.47720698  160.23268919 0
 27565894819405940 8 2457092.853170 -303.387 0.202  0.47720912  160.23248682 0
 27565894819405940 9 2457092.853226 -303.583 0.251  0.47721127  160.23228458 0
 27569987068420645 1 2457092.926772 -302.725 0.281  0.48009351  159.96220289 0
 27569987068420645 2 2457092.926828 -302.244 0.150  0.48009574  159.96199164 0
 27569987068420645 3 2457092.926884 -302.520 0.200  0.48009801  159.96178009 0
 27569987068420645 4 2457092.926940 -301.959 0.195  0.48010027  159.96156854 0
 27569987068420645 5 2457092.926997 -302.469 0.148  0.48010257  159.96135683 0
 27569987068420645 6 2457092.927053 -302.345 0.182  0.48010483  159.96114516 0
 27569987068420645 7 2457092.927118 -302.434 0.178  0.48010746  159.96089940 0
 27569987068420645 8 2457092.927174 -302.571 0.196  0.48010972  159.96068787 0
 27569987068420645 9 2457092.927231 -302.238 0.197  0.48011199  159.96047665 0
 27579727895073336 1 2457093.102961 -300.488 0.125  0.48700216  159.31496807 0
 27579727895073336 2 2457093.103008 -300.433 0.089  0.48700392  159.31480182 0
 27579727895073336 3 2457093.103064 -300.012 0.095  0.48700604  159.31460318 0
 27579727895073336 4 2457093.103129 -300.219 0.093  0.48700848  159.31437221 0
 27579727895073336 5 2457093.103177 -300.393 0.069  0.48701027  159.31420519 0
 27579727895073336 6 2457093.103233 -300.383 0.067  0.48701239  159.31400599 0
 27579727895073336 7 2457093.103289 -300.093 0.067  0.48701450  159.31380672 0
 27579727895073336 8 2457093.103345 -300.285 0.072  0.48701662  159.31360743 0
 27579727895073336 9 2457093.103402 -300.278 0.065  0.48701873  159.31340829 0
 27583820237280340 1 2457093.176983 -299.263 0.162  0.48986509  159.04633412 0
 27583820237280340 2 2457093.177034 -299.224 0.123  0.48986712  159.04614306 0
 27583820237280340 3 2457093.177090 -300.383 0.152  0.48986939  159.04593380 1
 27583820237280340 4 2457093.177151 -299.369 0.131  0.48987180  159.04570666 0
 27583820237280340 5 2457093.177203 -299.426 0.116  0.48987386  159.04551558 0
 27583820237280340 6 2457093.177259 -299.443 0.109  0.48987609  159.04530658 0
 27583820237280340 8 2457093.177372 -299.233 0.170  0.48988053  159.04488882 0
 27583820237280340 9 2457093.177428 -299.363 0.175  0.48988277  159.04468016 0
 29614924361012485 1 2457129.913939 -308.211 0.190 -0.71444696 -145.07114260 0
 29614924361012485 2 2457129.913996 -308.216 0.172 -0.71444678 -145.07119062 0
 29614924361012485 3 2457129.914052 -308.078 0.189 -0.71444660 -145.07123874 0
 29614924361012485 4 2457129.914108 -308.177 0.169 -0.71444643 -145.07128689 0
 29614924361012485 5 2457129.914164 -307.891 0.171 -0.71444625 -145.07133511 0
 29614924361012485 6 2457129.914221 -308.032 0.173 -0.71444613 -145.07138331 0
 29614924361012485 7 2457129.914277 -307.930 0.187 -0.71444595 -145.07143152 0
 29614924361012485 8 2457129.914327 -308.172 0.186 -0.71444577 -145.07147469 0
 29614924361012485 9 2457129.914384 -308.021 0.191 -0.71444559 -145.07152279 0
 29624665178404300 1 2457130.090106 -308.766 0.442 -0.71409124 -145.21023300 0
 29624665178404300 2 2457130.090162 -308.700 0.319 -0.71409124 -145.21027243 0
 29624665178404300 3 2457130.090218 -308.592 0.242 -0.71409118 -145.21031186 0
 29624665178404300 4 2457130.090275 -308.506 0.172 -0.71409118 -145.21035127 0
 29624665178404300 5 2457130.090331 -308.484 0.117 -0.71409112 -145.21039066 0
 29624665178404300 6 2457130.090387 -308.478 0.107 -0.71409106 -145.21043004 0
 29624665178404300 7 2457130.090443 -308.475 0.092 -0.71409106 -145.21046943 0
 29624665178404300 8 2457130.090500 -308.402 0.088 -0.71409100 -145.21050884 0
 29624665178404300 9 2457130.090556 -308.408 0.113 -0.71409100 -145.21054825 0
 31682737612793703 1 2457167.315033  -46.727 0.162  0.55748713  109.44229181 0
 31682737612793703 2 2457167.315089  -46.531 0.151  0.55748463  109.44243227 0
 31682737612793703 3 2457167.315145  -46.727 0.152  0.55748218  109.44257289 0
 31682737612793703 4 2457167.315202  -46.726 0.148  0.55747974  109.44271357 0
 31682737612793703 5 2457167.315258  -46.614 0.138  0.55747724  109.44285432 0
 31682737612793703 6 2457167.315314  -47.669 0.138  0.55747479  109.44299500 1
 31682737612793703 7 2457167.315370  -47.187 0.134  0.55747229  109.44313584 1
 31682737612793703 8 2457167.315427  -46.616 0.132  0.55746984  109.44327673 0
 31682737612793703 9 2457167.315477  -46.751 0.098  0.55746764  109.44340298 0
 37993185700766166 1 2457281.436816  222.659 0.127  0.51834941  -23.59884459 0
 37993185700766166 2 2457281.436863  222.585 0.072  0.51834786  -23.59874359 0
 37993185700766166 3 2457281.436919  222.577 0.073  0.51834601  -23.59862304 0
 37993185700766166 4 2457281.436975  222.085 0.088  0.51834416  -23.59850248 1
 37993185700766166 5 2457281.437031  222.517 0.061  0.51834232  -23.59838191 0
 37993185700766166 6 2457281.437088  222.625 0.064  0.51834047  -23.59826137 0
 37993185700766166 7 2457281.437153  222.465 0.086  0.51833832  -23.59812142 0
 37993185700766166 8 2457281.437209  222.591 0.080  0.51833647  -23.59800092 0
 37993185700766166 9 2457281.437265  222.659 0.077  0.51833457  -23.59788052 0
 37997278005744779 1 2457281.510818  223.038 0.138  0.51594502  -23.44267553 0
 37997278005744779 2 2457281.510869  223.170 0.120  0.51594335  -23.44257072 0
 37997278005744779 3 2457281.510926  223.069 0.127  0.51594162  -23.44245596 0
 37997278005744779 4 2457281.510982  223.108 0.106  0.51593983  -23.44234128 0
 37997278005744779 5 2457281.511043  222.900 0.112  0.51593786  -23.44221681 0
 37997278005744779 6 2457281.511099  223.049 0.114  0.51593614  -23.44210226 0
 37997278005744779 7 2457281.511151  223.158 0.094  0.51593447  -23.44199761 0
 37997278005744779 8 2457281.511212  223.065 0.113  0.51593256  -23.44187323 0
 37997278005744779 9 2457281.511263  223.109 0.090  0.51593095  -23.44176865 0
 39089391023075412 1 2457301.258267  224.776 0.124 -0.67001206   41.94147094 0
 39089391023075412 2 2457301.258323  228.810 0.116 -0.67001331   41.94153061 1
 39089391023075412 3 2457301.258379  235.387 0.107 -0.67001462   41.94159044 1
 39089391023075412 4 2457301.258435  224.865 0.100 -0.67001593   41.94164941 0
 39089391023075412 5 2457301.258492  224.820 0.092 -0.67001724   41.94170889 0
 39089391023075412 6 2457301.258543  224.832 0.141 -0.67001843   41.94176325 0
 39089391023075412 7 2457301.258599  225.048 0.084 -0.67001969   41.94182276 0
 39089391023075412 8 2457301.258656  224.854 0.082 -0.67002100   41.94188226 0
 39089391023075412 9 2457301.258717  224.570 0.107 -0.67002243   41.94194688 0
 40908875140457770 1 2457334.157380   61.419 0.129  0.67840874  -64.25767947 0
 40908875140457770 2 2457334.157427   61.265 0.069  0.67840916  -64.25775201 0
 40908875140457770 3 2457334.157483   61.236 0.070  0.67840970  -64.25783866 0
 40908875140457770 4 2457334.157548   61.469 0.095  0.67841029  -64.25793932 0
 40908875140457770 5 2457334.157604   61.288 0.076  0.67841083  -64.25802599 0
 40908875140457770 6 2457334.157661   61.137 0.072  0.67841136  -64.25811261 0
 40908875140457770 7 2457334.157717   61.178 0.080  0.67841184  -64.25819919 0
 40908875140457770 8 2457334.157773   61.328 0.075  0.67841238  -64.25828572 0
 40908875140457770 9 2457334.157829   61.102 0.077  0.67841285  -64.25837215 0
 40912967420264979 1 2457334.231379   60.711 0.140  0.67916715  -64.37741055 0
 40912967420264979 2 2457334.231431   60.793 0.104  0.67916769  -64.37749767 0
 40912967420264979 3 2457334.231487   61.034 0.096  0.67916834  -64.37759298 0
 40912967420264979 4 2457334.231543   60.668 0.090  0.67916900  -64.37768817 0
 40912967420264979 5 2457334.231604   60.756 0.140  0.67916965  -64.37779152 0
 40912967420264979 6 2457334.231661   60.790 0.094  0.67917031  -64.37788664 0
 40912967420264979 7 2457334.231717   60.797 0.100  0.67917091  -64.37798178 0
 40912967420264979 8 2457334.231768   60.906 0.078  0.67917150  -64.37806877 0
 47409724775899652 1 2457451.717571 -159.166 0.157 -0.39708838 -130.84051660 0
 47409724775899652 2 2457451.717627 -159.288 0.149 -0.39708674 -130.84071676 0
 47409724775899652 3 2457451.717684 -159.061 0.148 -0.39708510 -130.84091711 0
 47409724775899652 4 2457451.717740 -159.118 0.139 -0.39708346 -130.84111748 0
 47409724775899652 5 2457451.717796 -159.162 0.135 -0.39708182 -130.84131786 0
 47409724775899652 6 2457451.717852 -159.286 0.167 -0.39708018 -130.84151821 0
 47409724775899652 7 2457451.717909 -159.320 0.130 -0.39707854 -130.84171857 0
 47409724775899652 8 2457451.717965 -159.402 0.131 -0.39707690 -130.84191891 0
 47409724775899652 9 2457451.718021 -159.235 0.138 -0.39707527 -130.84211917 0
 47419465608352405 1 2457451.893738 -160.467 0.115 -0.39207333 -131.45666529 0
 47419465608352405 2 2457451.893785 -160.308 0.071 -0.39207205 -131.45682619 0
 47419465608352405 3 2457451.893851 -160.352 0.079 -0.39207026 -131.45704903 0
 47419465608352405 4 2457451.893907 -160.308 0.076 -0.39206871 -131.45724080 0
 47419465608352405 5 2457451.893963 -160.381 0.076 -0.39206716 -131.45743241 0
 47419465608352405 6 2457451.894020 -160.356 0.072 -0.39206561 -131.45762391 0
 47419465608352405 7 2457451.894076 -160.401 0.076 -0.39206409 -131.45781532 0
 47419465608352405 8 2457451.894132 -160.547 0.079 -0.39206254 -131.45800668 0
 47419465608352405 9 2457451.894188 -160.507 0.078 -0.39206100 -131.45819790 0
 48663762332292365 1 2457474.399205 -113.954 0.146  0.63265568  140.70036719 0
 48663762332292365 2 2457474.399256 -114.037 0.104  0.63265699  140.70024125 0
 48663762332292365 3 2457474.399312 -114.099 0.102  0.63265848  140.70010064 0
 48663762332292365 4 2457474.399374 -113.960 0.143  0.63266009  140.69994552 0
 48663762332292365 5 2457474.399424 -113.904 0.105  0.63266140  140.69981953 0
 48663762332292365 6 2457474.399481 -113.912 0.105  0.63266289  140.69967906 0
 48663762332292365 7 2457474.399537 -114.051 0.102  0.63266432  140.69953868 0
 48663762332292365 8 2457474.399593 -114.025 0.099  0.63266581  140.69939846 0
 48663762332292365 9 2457474.399649 -113.952 0.101  0.63266724  140.69925850 0
 52687653750370648 1 2457547.180023   -7.920 0.268  0.39400747  107.02973150 0
 52687653750370648 2 2457547.180079   -8.291 0.215  0.39400432  107.02991692 0
 52687653750370648 3 2457547.180135   -8.259 0.195  0.39400119  107.03010265 0
 52687653750370648 4 2457547.180192   -8.111 0.182  0.39399806  107.03028854 0
 52687653750370648 5 2457547.180248   -7.992 0.145  0.39399490  107.03047462 0
 52687653750370648 6 2457547.180304   -8.145 0.144  0.39399177  107.03066089 0
 52687653750370648 7 2457547.180361   -8.083 0.141  0.39398861  107.03084736 0
 52687653750370648 8 2457547.180417   -8.193 0.142  0.39398545  107.03103390 0
 52687653750370648 9 2457547.180473   -8.176 0.144  0.39398232  107.03122035 0
 52697394598388436 1 2457547.356201   -9.851 0.153  0.38397029  107.62678053 0
 52697394598388436 2 2457547.356251   -9.864 0.106  0.38396737  107.62695683 0
 52697394598388436 3 2457547.356307   -9.893 0.102  0.38396406  107.62715357 0
 52697394598388436 4 2457547.356363   -9.842 0.103  0.38396078  107.62735019 0
 52697394598388436 5 2457547.356420   -9.809 0.095  0.38395751  107.62754668 0
 52697394598388436 6 2457547.356476   -9.852 0.096  0.38395423  107.62774303 0
 52697394598388436 7 2457547.356532   -9.843 0.095  0.38395095  107.62793926 0
 52697394598388436 8 2457547.356588   -9.917 0.090  0.38394767  107.62813534 0
 52697394598388436 9 2457547.356645   -9.836 0.096  0.38394439  107.62833121 0
 52701486851204369 1 2457547.430215  -10.420 0.161  0.37969115  107.88186185 0
 52701486851204369 2 2457547.430265  -10.589 0.108  0.37968829  107.88203161 0
 52701486851204369 3 2457547.430322  -10.587 0.119  0.37968507  107.88222116 0
 52701486851204369 4 2457547.430378  -10.558 0.105  0.37968189  107.88241072 0
 52701486851204369 5 2457547.430434  -10.420 0.100  0.37967870  107.88260029 0
 52701486851204369 6 2457547.430490  -10.431 0.166  0.37967548  107.88278984 0
 52701486851204369 7 2457547.430547  -10.507 0.106  0.37967229  107.88297937 0
 52701486851204369 8 2457547.430609  -10.606 0.139  0.37966874  107.88318851 0
 52701486851204369 9 2457547.430659  -10.585 0.111  0.37966588  107.88335828 0
 53213227585155554 1 2457556.685705  -97.597 0.197 -0.21835452  143.50718482 0
 53213227585155554 2 2457556.685761  -97.528 0.173 -0.21835758  143.50737867 0
 53213227585155554 3 2457556.685817  -97.451 0.154 -0.21836065  143.50757261 0
 53213227585155554 4 2457556.685874  -97.499 0.144 -0.21836372  143.50776648 0
 53213227585155554 5 2457556.685930  -97.575 0.138 -0.21836677  143.50796031 0
 53213227585155554 6 2457556.685986  -97.421 0.205 -0.21836984  143.50815412 0
 53213227585155554 7 2457556.686042  -97.640 0.141 -0.21837291  143.50834791 0
 53213227585155554 8 2457556.686099  -97.653 0.140 -0.21837597  143.50854171 0
 53213227585155554 9 2457556.686155  -97.728 0.148 -0.21837904  143.50873537 0
 60062584427680474 1 2457680.545519   93.616 0.156 -0.71356755   35.43213642 0
 60062584427680474 2 2457680.545575   93.667 0.156 -0.71356785   35.43212386 0
 60062584427680474 3 2457680.545631   93.809 0.180 -0.71356809   35.43211133 0
 60062584427680474 4 2457680.545687   93.687 0.152 -0.71356833   35.43209881 0
 60062584427680474 5 2457680.545743   93.790 0.152 -0.71356857   35.43208632 0
 60062584427680474 6 2457680.545800   93.772 0.151 -0.71356887   35.43207384 0
 60062584427680474 7 2457680.545856   93.639 0.159 -0.71356910   35.43206136 0
 60062584427680474 8 2457680.545912   93.747 0.177 -0.71356934   35.43204887 0
 60062584427680474 9 2457680.545968   93.963 0.164 -0.71356964   35.43203638 0
 60072325242450363 1 2457680.721647   93.716 0.207 -0.71446997   35.39672272 0
 60072325242450363 2 2457680.721698   93.540 0.142 -0.71447033   35.39671533 0
 60072325242450363 3 2457680.721760   93.662 0.149 -0.71447068   35.39670625 0
 60072325242450363 4 2457680.721816   93.605 0.138 -0.71447104   35.39669802 0
 60072325242450363 5 2457680.721872   93.628 0.134 -0.71447134   35.39668977 0
 60072325242450363 6 2457680.721929   93.827 0.134 -0.71447170   35.39668153 0
 60072325242450363 7 2457680.721985   93.678 0.135 -0.71447206   35.39667325 0
 60072325242450363 8 2457680.722041   93.792 0.135 -0.71447241   35.39666496 0
 60072325242450363 9 2457680.722097   93.682 0.134 -0.71447277   35.39665664 0
 61702852954182073 1 2457710.204208    6.544 0.109  0.61540318  -68.39326512 0
 61702852954182073 2 2457710.204255    6.314 0.075  0.61540395  -68.39337179 0
 61702852954182073 3 2457710.204312    6.485 0.068  0.61540484  -68.39349910 0
 61702852954182073 4 2457710.204368    6.390 0.069  0.61540580  -68.39362633 0
 61702852954182073 5 2457710.204433    6.333 0.082  0.61540687  -68.39377401 0
 61702852954182073 6 2457710.204489    6.463 0.080  0.61540776  -68.39390117 0
 61702852954182073 7 2457710.204537    6.258 0.070  0.61540854  -68.39400778 0
 61702852954182073 8 2457710.204602    6.372 0.086  0.61540961  -68.39415533 0
 61702852954182073 9 2457710.204649    6.458 0.073  0.61541039  -68.39426179 0
 68193060007879039 1 2457827.574886  -38.798 0.131 -0.52619648 -132.27919413 0
 68193060007879039 2 2457827.574928  -38.599 0.089 -0.52619553 -132.27932029 1
 68193060007879039 3 2457827.574985  -38.735 0.097 -0.52619416 -132.27948802 0
 68193060007879039 4 2457827.575041  -39.169 0.083 -0.52619284 -132.27965570 1
 68193060007879039 5 2457827.575097  -38.734 0.085 -0.52619147 -132.27982337 0
 68193060007879039 6 2457827.575162  -39.247 0.136 -0.52618992 -132.28001797 0
 68193060007879039 7 2457827.575219  -38.680 0.090 -0.52618861 -132.28018560 0
 68193060007879039 8 2457827.575266  -38.010 0.093 -0.52618748 -132.28032622 1
 68193060007879039 9 2457827.575322  -38.494 0.084 -0.52618617 -132.28049372 1
 68202800816349412 1 2457827.751062  -39.301 0.144 -0.52213943 -132.79444422 0
 68202800816349412 2 2457827.751109  -38.950 0.077 -0.52213842 -132.79457930 0
 68202800816349412 3 2457827.751165  -39.084 0.073 -0.52213717 -132.79474046 0
 68202800816349412 4 2457827.751231  -38.969 0.093 -0.52213567 -132.79492751 0
 68202800816349412 5 2457827.751278  -39.166 0.064 -0.52213466 -132.79506258 1
 68202800816349412 6 2457827.751334  -38.964 0.059 -0.52213341 -132.79522350 0
 68202800816349412 7 2457827.751400  -38.984 0.083 -0.52213192 -132.79541019 0
 68202800816349412 8 2457827.751456  -38.733 0.079 -0.52213067 -132.79557083 0
 68202800816349412 9 2457827.751512  -38.906 0.079 -0.52212948 -132.79573119 0
 69681710950008689 1 2457854.500394    0.132 0.141  0.70143282  128.85465935 0
 69681710950008689 2 2457854.500450    0.183 0.126  0.70143342  128.85458568 0
 69681710950008689 3 2457854.500507    0.093 0.132  0.70143396  128.85451212 0
 69681710950008689 4 2457854.500563    0.295 0.127  0.70143455  128.85443880 0
 69681710950008689 5 2457854.500619    0.105 0.151  0.70143515  128.85436570 0
 69681710950008689 6 2457854.500675    0.104 0.132  0.70143569  128.85429283 0
 69681710950008689 7 2457854.500732    0.051 0.124  0.70143628  128.85422016 0
 69681710950008689 8 2457854.500788    0.248 0.129  0.70143682  128.85414770 0
 69685803249345627 1 2457854.574413    0.116 0.156  0.70225400  128.75402175 0
 69685803249345627 2 2457854.574459    0.307 0.102  0.70225453  128.75395632 0
 69685803249345627 3 2457854.574515    0.368 0.111  0.70225525  128.75387547 0
 69685803249345627 4 2457854.574571    0.118 0.091  0.70225590  128.75379456 0
 69685803249345627 5 2457854.574627    0.291 0.094  0.70225662  128.75371362 0
 69685803249345627 6 2457854.574684    0.305 0.136  0.70225728  128.75363264 0
 69685803249345627 7 2457854.574740    0.221 0.091  0.70225799  128.75355161 0
 69685803249345627 8 2457854.574796    0.185 0.099  0.70225865  128.75347056 0
 69685803249345627 9 2457854.574852    0.339 0.094  0.70225936  128.75338953 0
 71215655689004420 1 2457882.245431  -18.488 0.138 -0.67006373 -159.67853105 0
 71215655689004420 2 2457882.245487  -18.460 0.135 -0.67006463 -159.67848507 0
 71215655689004420 3 2457882.245537  -18.337 0.101 -0.67006540 -159.67844372 0
 71215655689004420 4 2457882.245599  -18.426 0.132 -0.67006636 -159.67839271 0
 71215655689004420 5 2457882.245650  -18.422 0.087 -0.67006713 -159.67835124 0
