parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
param_1,3.509728662874976,0.002274323981300759,4.893119737538069e-5,2166.47209373389,1896.9392990377892,0.9999593698633576,
param_2,0.14266821097452792,0.08583199320038656,0.0020846955539065635,1691.3879472415933,2006.6446572416203,1.0011026114324912,
param_3,-2.168793255794898,1.9117371145243687,0.10919378848859186,346.38192966311965,120.39287088364094,1.0121674255181994,
param_4,0.5240220450306917,1.5571350472972398,0.06833125485022573,491.4138062419049,188.01075278040145,1.0039453499340403,
param_5,0.007290847946758621,0.7012993235424814,0.0447555671087092,243.03316098623105,230.54439500053832,1.0160443691301428,
param_6,0.5643618190210204,2.1770862675395355,0.11837122126555458,325.89344648344974,328.76972088923736,1.0156587818758744,
param_7,0.09395704966117718,2.105333169185241,0.12067298351578898,266.8123389670993,332.4524093259229,1.0088498074363754,
param_8,-1.9344330522737514,0.0765638480402661,0.003490678296149719,455.36858672650084,361.4769049357686,1.02741786016631,
