Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-01-27T18:41:42.853,1,0.00404046494071033,0.10169127162374153,FoVP,-0.40333586758186785,0.7018398910907336,2457050.2766435184
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-01-27T20:28:17.112,4,0.0017050610524791785,0.09666703378405596,FoVF,-0.39945580795778435,0.7031908877777732,2457050.3506450015
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-02-05T12:48:27.723,5,-0.0029411330635441065,-0.5365629125140324,FoVP,0.07949734134117314,0.7070799507773958,2457059.0306443977
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-02-05T14:35:01.897,5,-0.0010454498032839662,-0.5417545689674462,FoVF,0.08302914888778323,0.7057642590376864,2457059.104645629
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-02-05T18:48:41.969,1,0.0035643005535084707,-0.5540756414375636,FoVP,0.09136430821566556,0.7025604280339629,2457059.2807910256
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-02-05T20:35:16.260,1,0.0055413402883366415,-0.5592365434368161,FoVF,0.09483592641181246,0.7011846010097575,2457059.3547936273
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-05-08T20:17:03.833,2,0.0024942915086399934,2.9470789943575957,FoVP,-0.1455844476474897,0.7205422697525979,2457151.3421182916
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-05-08T22:03:38.065,4,3.046932823580608E-4,2.942281510596323,FoVF,-0.1423294064854798,0.7221048174713077,2457151.4161308445
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-05-09T02:17:17.995,6,-0.004826855023504229,2.9308267841921922,FoVP,-0.134510853016079,0.7257651077420157,2457151.592299923
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-05-20T02:24:58.823,3,0.0010517480433737717,2.1764372664439877,FoVP,0.45949806089916684,0.7235984419565297,2457162.5984796523
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-05-20T04:11:33.070,2,0.00372660968999285,2.1719221645609084,FoVF,0.4631211368458084,0.7221234078954177,2457162.672493235
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-06-27T01:51:28.531,6,-0.004071720200719797,-2.7674307028420833,FoVP,-0.7253061983895809,0.7251029707035088,2457200.5787616684
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-11-14T08:52:53.347,4,-4.3704686187441495E-4,-0.7814816146160423,FoVP,0.28874518889070827,0.7085494952860187,2457340.8748129364
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-11-14T10:39:27.539,3,0.0027582339227621173,-0.7770196206388297,FoVF,0.285866218959916,0.7106057982213236,2457340.9488139986
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2015-11-29T20:59:05.958,4,-0.001295353812092843,0.27907214365574906,FoVP,-0.5705450310801924,0.7063692576208414,2457356.3777936343
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-01-01T14:28:26.717,2,0.003129455982229006,-1.1859941261183575,FoVP,0.6891189952283177,0.702281929844977,2457389.103257653
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-05-15T21:20:24.638,3,8.708679940605905E-4,-3.0407198394872594,FoVP,-0.3923336586552645,0.7204505332662902,2457524.386711067
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-05-15T23:06:58.835,6,-0.0026920468951844977,-3.044582923253105,FoVF,-0.3899366355648635,0.7226208070621978,2457524.460723824
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-06-04T15:24:12.127,7,-0.006225103622228348,2.0050221378396453,FoVP,0.6516905129989224,0.7261638739712752,2457544.1410654043
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-06-04T17:10:46.301,6,-0.0017023276395885193,2.002417275427319,FoVF,0.6538111306872683,0.7247670948083881,2457544.215078988
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-07-06T22:48:04.208,1,0.006576148667501734,-2.7995247774667127,FoVF,-0.6844174445812407,0.7254014945976589,2457576.452443769
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-07-07T03:01:44.220,6,-0.0053325177518268084,-2.79617202631619,FoVP,-0.686394899552358,0.7225631340387533,2457576.6286181696
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-11-22T03:58:10.832,3,1.498433630182865E-4,-0.9892397061058283,FoVP,0.47595607076726976,0.709053792211051,2457714.669456042
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-11-22T05:44:45.014,2,0.004405930283054078,-0.9857432960547508,FoVF,0.4738298096697619,0.7112822170359168,2457714.743456354
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2016-12-13T17:42:29.288,1,0.005549362312243084,0.36289867261827485,FoVF,-0.6835762018104754,0.7081408319532148,2457736.239851316
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2017-05-25T17:50:18.515,4,-0.0014136890513589573,-2.8920906502400525,FoVP,-0.548921111791294,0.7204991849708798,2457899.241615777
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2017-06-20T05:44:02.700,7,-0.006778988481494096,1.9496803679083916,FoVP,0.7194991642027595,0.7238250283455365,2457924.739667047
009,0.020816711285473816,0.02682229673913595,00:04:46.250,+01:32:12.496,2017-06-20T07:30:36.903,6,-0.001597353541958767,1.949210737416341,FoVF,0.7198555788232227,0.7235491315538952,2457924.813681295
