solution_id,designation,source_id,random_index,ref_epoch,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,ra_dec_corr,ra_parallax_corr,ra_pmra_corr,ra_pmdec_corr,dec_parallax_corr,dec_pmra_corr,dec_pmdec_corr,parallax_pmra_corr,parallax_pmdec_corr,pmra_pmdec_corr,astrometric_n_obs_al,astrometric_n_obs_ac,astrometric_n_good_obs_al,astrometric_n_bad_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,astrometric_primary_flag,nu_eff_used_in_astrometry,pseudocolour,pseudocolour_error,ra_pseudocolour_corr,dec_pseudocolour_corr,parallax_pseudocolour_corr,pmra_pseudocolour_corr,pmdec_pseudocolour_corr,astrometric_matched_transits,visibility_periods_used,astrometric_sigma5d_max,matched_transits,new_matched_transits,matched_transits_removed,ipd_gof_harmonic_amplitude,ipd_gof_harmonic_phase,ipd_frac_multi_peak,ipd_frac_odd_win,ruwe,scan_direction_strength_k1,scan_direction_strength_k2,scan_direction_strength_k3,scan_direction_strength_k4,scan_direction_mean_k1,scan_direction_mean_k2,scan_direction_mean_k3,scan_direction_mean_k4,duplicated_source,phot_g_n_obs,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_n_obs,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_n_obs,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_n_contaminated_transits,phot_bp_n_blended_transits,phot_rp_n_contaminated_transits,phot_rp_n_blended_transits,phot_proc_mode,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,dr2_rv_template_fe_h,l,b,ecl_lon,ecl_lat
1636042515805110273,Gaia EDR3 6166183842771027328,6166183842771027328,834069529,2016.0,202.33684537818345,0.017935459,-35.571314001279916,0.016371766,30.944015901377263,0.025557399,1210.7655,217.93288,-205.90418195822835,0.022031868,-71.40172730787435,0.01953295,-0.110950425,-0.11568403,-0.32461733,0.058240287,-0.31035757,0.14276014,-0.5656779,-0.015579179,0.48747164,-0.19023997,242,242,239,3,-0.61714774,559.26654,0.11504652,11.662737,31,true,1.5470273,,,,,,,,27,14,0.033542506,28,17,6,0.01018266,50.881336,0,0,0.97019786,,,,,,,,,true,243,2.7376881957818326E7,4943.9585,5537.442,7.093907,26,1.4431202568621278E7,6356.766,2270.2114,7.4402857,22,1.857280586152629E7,9193.6455,2020.1786,6.5757017,0,0,0,0,0,1.205543,0.86458397,0.3463788,0.51820517,-17.534845,0.14439037,8,5750.0,4.5,0.25,311.5513764549371,26.66514716314227,214.39293495932898,-24.2518797641357
