Target, ra[rad], dec[rad], ra[h:m:s], dec[d:m:s], ObservationTimeAtGaia[UTC], CcdRow[1-7], zetaFieldAngle[rad], scanAngle[rad], Fov[FovP=preceding/FovF=following], parallaxFactorAlongScan, parallaxFactorAcrossScan, ObservationTimeAtBarycentre[BarycentricJulianDateInTCB]
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2014-08-28T17:12:00.824,3,4.1312071664060016E-4,0.009556606230837875,FoVP,0.5434714785223578,0.724668870336963,2456898.214926096
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2014-08-28T18:58:35.058,2,0.005005321157902087,0.006977897748392204,FoVF,0.5454888137941218,0.722477738910832,2456898.288927701
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-01-24T10:16:18.668,7,-0.005473395503196374,2.7680515452695533,FoVP,0.699982142613539,0.7032338419663622,2457046.928922913
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-01-24T12:02:52.881,5,5.2808155489311835E-5,2.768504276496929,FoVF,0.7000453623324991,0.7031831357753899,2457047.002936871
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-02-20T16:03:33.355,3,3.68074057492287E-4,-1.8389467234116945,FoVP,-0.5711421092075306,0.7042112062195236,2457074.1725011757
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-02-20T17:50:07.584,7,-0.004086825729567136,-1.8357294625404792,FoVF,-0.5726576546534028,0.7023806419607846,2457074.246514598
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-06-28T04:13:29.131,5,-0.0028601398953297143,-0.4739109352668104,FoVP,0.5781189464033127,0.7244991384345102,2457201.679590511
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-06-28T06:00:03.349,4,0.0012706677026647123,-0.4707541289452152,FoVF,0.5765801607207828,0.7263485705235264,2457201.7535918364
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-07-26T11:50:18.971,2,0.004793281318934394,1.1902469155778226,FoVF,-0.7254594749110431,0.7277458630809238,2457229.994411451
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2015-08-21T15:55:11.705,1,0.004435449150536015,-0.11672242113370074,FoVP,0.6213546369802003,0.7226145482868489,2457256.162170788
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-01-10T17:32:26.381,6,-0.0037506086106485993,-2.0778884798993777,FoVP,-0.6648068344750969,0.7005007075922098,2457398.230517423
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-02-08T01:00:16.715,5,-4.5914191694924536E-4,2.899810751696859,FoVF,0.6665163066173493,0.705567816258691,2457426.544113967
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-03-01T23:13:10.512,3,1.6450440024054432E-4,-1.8646157686835196,FoVP,-0.4441076260010045,0.7063201093389422,2457449.471649416
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-03-02T00:59:44.744,7,-0.003469719046271215,-1.860528235948216,FoVF,-0.4461259961748581,0.7043279916837573,2457449.5456622485
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-07-08T11:24:05.303,1,0.004225877302661208,-0.45741140896388094,FoVP,0.6667675639412507,0.7254371369210987,2457577.977723209
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-08-09T17:01:07.052,3,2.8590094892478636E-4,1.273094716488126,FoVP,-0.6925132475919333,0.7247923284303749,2457610.208906563
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-08-09T18:47:41.252,7,-0.004787848189309187,1.271833592429581,FoVF,-0.6910526010835348,0.7258527643115745,2457610.2829069914
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-08-30T23:00:58.875,1,0.003290341577798055,0.06218233254044825,FoVP,0.5113932972631045,0.718656448632111,2457631.457057009
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-12-05T15:14:12.379,2,0.005052265098263589,-3.071114203533031,FoVF,-0.08687825961118406,0.7030836682501532,2457728.131801036
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-12-05T19:27:52.524,3,8.189924562373694E-4,-3.083586862572658,FoVP,-0.07651056959833055,0.7060547846678511,2457728.307970573
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-12-05T21:14:26.733,5,-8.963507578646436E-4,-3.0888480509167153,FoVF,-0.0721220538335339,0.7072579754350133,2457728.3819820215
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-12-06T01:28:06.628,6,-0.004826783181967634,-3.1014201771922165,FoVP,-0.06159957442225339,0.7100127317106766,2457728.558148722
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-12-11T13:32:44.836,5,-0.0021543621343528417,2.7765621509968805,FoVP,0.29222950655562685,0.7081353024810202,2457734.0617157877
009,3.5314441503287433,-0.6208365485607543,13:29:20.843,-35:34:16.730,2016-12-11T15:19:19.023,5,-3.276094923306479E-4,2.7713298990783928,FoVF,0.2968420257480186,0.7069688659470574,2457734.1357274926
