parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
param_1,3.50988710170937,0.002262816792869379,0.00019680754181148876,134.39940499464686,142.74733166088572,1.0023123171712405,
param_2,0.14165545336957286,0.07837494525659708,0.011420280018858303,51.71732319051772,56.86205262010321,1.0369883561448787,
param_3,-3.9508613551427554,0.17516069963882944,0.023853119813526277,54.05820137363375,51.65955861283727,1.0508308629327388,
param_4,0.9572136527702717,0.3564389524278666,0.04982005599113048,40.915370607450676,111.28277732327419,1.074918644622314,
param_5,0.5046473514272795,0.08536475201485771,0.009884563481381203,85.53949854009703,64.01934006518916,1.0199716513183992,
param_6,0.08943138321214239,1.191302225013692,0.2079572392635404,92.37887329208719,55.20137732055374,1.0334743297316302,
param_7,-1.092957064687939,1.3602828831808955,0.244603311699362,36.69533791550699,62.99576508884278,1.2367971577833614,
param_8,-1.930766540016858,0.0007907174676424354,1.6998830339046397e-5,2160.46963467418,2852.4068458926404,0.999810427267609,
