parameters,mean,std,mcse,ess_bulk,ess_tail,rhat,ess_per_sec
param_1,3.509990479780403,0.002546784453805041,0.00021982014493454797,144.62306508060067,121.0458797359513,1.024009830420135,
param_2,0.09601567214706719,0.07761427508173095,0.022655071017693745,13.328188301825735,24.653733085253794,1.0739775216352636,
param_3,-3.854553194434685,0.2989220909584078,0.023737791297739074,104.92748158317028,72.31196348558042,1.0592679609075322,
param_4,0.9019422356352667,0.44396729240329547,0.1387849988488505,12.670700221619445,18.17830648784456,1.0975197959706622,
param_5,0.4950552717505593,0.08404440612473286,0.01721866858093162,234.80073595572145,44.91217733338904,1.1423871217225317,
param_6,0.1087566693712324,1.1877049685100034,0.2635171065739577,20.946188787432042,74.11894796279816,1.0553324734434006,
param_7,-0.6047523166091401,1.273310829548691,0.28053632007175094,23.013047206776907,107.71378426630389,1.0832023201376584,
param_8,-1.9307309237106087,0.0008272057179257916,3.999010543484988e-5,425.6552050431912,525.7826314145143,1.003140571359388,
